lat,lng,predicted_label
114.61,-75.224,FR II
114.621,-75.026,FR II
114.624,-75.688,FR II
114.639,-75.262,FR I
114.674,-74.949,Bent
114.686,-75.252,FR I
114.702,-75.507,Bent
114.728,-75.274,FR II
114.743,-74.471,FR I
114.749,-74.587,FR I
114.757,-74.171,FR I
114.78,-75.678,FR II
114.786,-74.864,FR II
114.793,-74.647,Bent
114.794,-74.481,FR II
114.836,-75.233,FR II
114.852,-75.167,FR I
114.858,-75.615,Bent
114.877,-74.8,Bent
114.897,-74.981,FR II
114.911,-75.042,Point Source
114.933,-74.52,FR II
114.949,-74.705,FR II
114.964,-54.56,FR II
114.997,-53.888,FR II
115.02,-75.374,FR II
115.021,-74.996,FR II
115.031,-54.269,Bent
115.074,-74.263,FR II
115.1,-54.894,FR I
115.101,-75.386,FR II
115.106,-74.97,FR II
115.114,-74.938,FR II
115.117,-74.136,FR I
115.12,-74.944,FR II
115.133,-76.099,FR II
115.144,-75.068,Bent
115.15,-74.492,FR II
115.151,-75.96,FR II
115.156,-74.287,FR II
115.174,-74.796,FR I
115.223,-54.783,Bent
115.226,-54.037,FR II
115.229,-54.979,FR I
115.229,-75.165,FR II
115.258,-54.34,FR II
115.269,-75.174,Bent
115.282,-53.183,Bent
115.283,-75.234,FR II
115.293,-53.195,Bent
115.294,-53.174,Bent
115.297,-75.025,Point Source
115.301,-54.858,Point Source
115.303,-54.292,FR I
115.31,-74.778,FR II
115.322,-53.82,FR II
115.325,-75.399,Bent
115.326,-75.644,FR I
115.342,-54.109,FR II
115.342,-54.698,FR I
115.359,-54.116,Point Source
115.39,-74.46,Point Source
115.4,-75.178,FR II
115.403,-74.661,FR II
115.405,-54.223,FR II
115.412,-54.376,Point Source
115.418,-53.297,FR II
115.451,-74.41,Bent
115.476,-54.215,Point Source
115.494,-74.84,FR II
115.536,-75.705,FR II
115.54,-54.846,FR I
115.552,-53.537,FR II
115.56,-53.901,FR II
115.565,-74.952,FR II
115.571,-53.77,FR II
115.588,-75.527,Bent
115.6,-53.129,Point Source
115.602,-75.734,FR II
115.616,-53.14,Bent
115.62,-74.918,Point Source
115.638,-53.999,FR II
115.651,-53.564,FR II
115.668,-54.512,Point Source
115.675,-74.963,FR I
115.703,-53.492,FR II
115.704,-54.531,Bent
115.714,-54.798,FR II
115.721,-53.876,FR II
115.721,-54.225,FR II
115.723,-75.812,FR I
115.731,-53.944,FR II
115.731,-54.073,FR I
115.734,-75.097,FR II
115.741,-53.301,Point Source
115.744,-53.48,FR II
115.754,-75.264,FR I
115.763,-53.792,Bent
115.766,-53.322,FR I
115.772,-54.293,FR I
115.774,-54.153,FR II
115.776,-53.919,Bent
115.785,-54.47,FR II
115.786,-75.594,Point Source
115.789,-54.264,FR I
115.79,-53.167,FR II
115.797,-74.852,FR II
115.799,-53.621,Point Source
115.806,-53.959,FR II
115.837,-54.377,FR II
115.88,-75.015,FR II
115.895,-54.102,Point Source
115.919,-53.753,FR II
115.92,-53.585,FR I
115.928,-53.885,Bent
115.928,-54.006,FR II
115.959,-54.076,FR II
115.981,-54.241,Bent
115.988,-54.103,FR I
115.996,-75.068,Bent
116.0,-75.172,FR II
116.01,-54.379,FR II
116.012,-54.094,Bent
116.02,-53.491,Bent
116.02,-74.889,FR II
116.022,-54.362,FR I
116.031,-54.379,FR II
116.036,-54.7,Bent
116.039,-53.781,FR II
116.048,-74.806,FR II
116.058,-53.968,FR II
116.07,-54.737,Bent
116.072,-54.139,FR I
116.079,-75.785,FR I
116.11,-54.31,Bent
116.125,-54.455,FR II
116.128,-54.281,Point Source
116.129,-53.658,FR II
116.129,-54.793,FR II
116.134,-75.035,Point Source
116.136,-54.199,Bent
116.145,-54.75,FR II
116.158,-54.293,FR II
116.17,-53.14,FR II
116.186,-75.534,Point Source
116.187,-54.656,Point Source
116.197,-53.461,FR I
116.217,-54.545,Bent
116.258,-54.144,FR I
116.26,-74.771,Point Source
116.262,-74.594,FR I
116.274,-54.339,FR II
116.282,-74.835,Bent
116.283,-54.115,FR I
116.29,-54.376,Bent
116.295,-53.974,Bent
116.33,-53.195,FR I
116.348,-75.665,FR I
116.35,-74.546,Bent
116.355,-54.199,FR II
116.376,-53.918,FR II
116.383,-54.15,FR II
116.389,-54.302,FR II
116.402,-54.042,FR II
116.405,-54.444,Point Source
116.442,-53.796,Bent
116.481,-54.33,FR II
116.482,-75.528,Bent
116.49,-53.848,Point Source
116.494,-54.242,FR II
116.503,-53.878,Bent
116.505,-53.613,FR II
116.516,-54.863,FR I
116.518,-54.242,FR II
116.529,-54.088,Bent
116.562,-75.205,Bent
116.575,-53.901,Point Source
116.594,-54.764,FR II
116.6,-74.902,FR II
116.638,-74.813,FR II
116.663,-53.723,FR II
116.73,-54.474,FR II
116.784,-54.042,FR I
116.793,-53.635,FR I
116.816,-53.609,FR I
116.832,-54.089,Point Source
116.846,-53.663,FR II
116.855,-54.185,FR II
116.86,-54.106,FR II
116.864,-53.511,FR I
116.892,-53.61,FR II
116.915,-53.877,FR II
116.946,-54.14,FR II
116.946,-55.031,Point Source
116.947,-53.796,FR II
116.993,-75.939,FR II
117.011,-53.938,FR I
117.039,-54.375,FR II
117.058,-74.597,FR II
117.118,-54.02,FR I
117.137,-75.09,Bent
117.168,-54.882,Bent
117.26,-74.858,FR I
117.261,-74.652,FR II
117.262,-53.66,FR II
117.265,-53.878,FR II
117.279,-54.003,Point Source
117.318,-74.632,FR I
117.319,-53.395,Bent
117.329,-53.106,Bent
117.344,-53.894,FR II
117.384,-54.161,FR II
117.384,-75.879,Bent
117.399,-75.657,FR I
117.411,-54.716,Bent
117.44,-75.012,FR I
117.442,-54.098,FR II
117.449,-55.014,FR II
117.493,-53.866,FR II
117.499,-53.746,FR I
117.574,-53.522,FR I
117.614,-74.435,Bent
117.623,-53.938,Bent
117.638,-53.943,FR I
117.649,-74.357,Point Source
117.71,-53.996,FR II
117.71,-74.445,FR II
117.738,-54.338,FR II
117.744,-54.49,Point Source
117.773,-53.869,Point Source
117.802,-53.563,FR I
117.873,-54.731,Bent
117.95,-53.893,FR I
117.977,-53.025,Bent
118.012,-53.375,FR II
118.024,-74.279,FR II
118.039,-75.756,FR II
118.043,-52.975,FR II
118.143,-52.976,Point Source
118.145,-53.264,FR I
118.146,-75.16,FR I
118.156,-53.222,FR II
118.188,-53.412,FR I
118.216,-53.362,Bent
118.229,-75.578,Bent
118.239,-52.505,FR I
118.255,-53.879,FR I
118.363,-52.947,Bent
118.374,-52.305,FR II
118.394,-52.341,Bent
118.395,-52.322,FR I
118.397,-53.764,FR I
118.408,-54.076,FR II
118.467,-53.133,FR II
118.521,-53.264,Point Source
118.578,-53.023,FR I
118.6,-53.713,FR I
118.62,-53.033,FR I
118.662,-53.799,FR II
118.665,-53.483,FR I
118.704,-53.659,FR I
118.708,-52.834,Bent
118.709,-52.896,FR II
118.725,-53.359,FR I
118.737,-53.621,Point Source
118.741,-52.884,Bent
118.753,-53.271,FR II
118.765,-53.813,FR II
118.812,-53.365,Point Source
118.853,-52.612,FR II
118.878,-53.289,FR II
118.884,-53.386,Bent
118.934,-53.332,Bent
118.945,-53.041,FR II
118.953,-53.458,FR II
118.953,-53.552,Bent
118.955,-53.659,Point Source
118.964,-53.707,Point Source
119.066,-52.841,Bent
119.073,-52.79,Point Source
119.137,-53.643,Bent
119.148,-53.212,FR II
119.175,-53.173,FR II
119.182,-52.53,Point Source
119.196,-52.976,FR II
119.251,-53.217,Point Source
119.299,-53.014,Bent
119.319,-52.466,Bent
119.34,-52.279,FR II
119.349,-53.942,Bent
119.363,-52.844,FR I
119.374,-53.168,FR II
119.393,-53.466,Point Source
119.397,-53.266,Bent
119.414,-53.505,FR II
119.431,-53.258,FR II
119.443,-54.236,FR II
119.493,-53.463,FR I
119.502,-52.834,FR I
119.507,-52.275,Bent
119.518,-53.631,FR II
119.526,-53.318,Bent
119.529,-54.061,Bent
119.53,-53.302,FR II
119.541,-53.39,Bent
119.579,-54.212,Bent
119.609,-53.131,Point Source
119.623,-54.192,Bent
119.629,-53.024,Point Source
119.635,-52.717,FR II
119.653,-54.201,FR II
119.656,-53.546,FR II
119.664,-53.228,FR II
119.672,-52.852,FR II
119.698,-52.854,FR II
119.71,-53.551,Bent
119.715,-53.108,FR II
119.727,-53.188,FR II
119.729,-53.476,FR I
119.732,-52.95,FR I
119.755,-52.825,FR II
119.755,-53.374,Bent
119.77,-53.821,Bent
119.771,-53.438,FR II
119.777,-53.318,FR II
119.782,-53.528,FR II
119.786,-52.893,FR II
119.796,-53.176,FR II
119.842,-53.426,Point Source
119.845,-53.121,Bent
119.854,-52.625,FR II
119.908,-52.34,FR II
119.929,-53.645,FR I
119.935,-53.261,FR II
119.951,-52.725,FR II
119.953,-52.749,Point Source
119.959,-52.754,Bent
119.974,-53.639,FR II
12.011,-48.753,Point Source
12.013,-48.456,FR II
12.045,-48.954,FR I
12.055,-49.289,FR I
12.061,-48.114,FR II
12.067,-49.295,Point Source
12.098,-48.752,Bent
12.104,-48.551,FR II
12.126,-48.098,Bent
12.139,-48.396,FR II
12.161,-49.293,FR II
12.208,-48.645,FR I
12.216,-48.46,FR II
12.231,-48.774,FR II
12.241,-49.006,FR II
12.257,-48.851,FR II
12.259,-48.892,FR II
12.263,-48.712,FR II
12.281,-49.046,FR II
12.284,-48.091,FR I
12.296,-48.075,FR I
12.297,-48.064,FR I
12.314,-47.622,FR I
12.333,-49.432,FR I
12.358,-48.718,Point Source
12.363,-48.141,FR II
12.373,-47.63,Point Source
12.461,-49.271,Point Source
12.473,-49.263,FR II
12.481,-47.977,Point Source
12.49,-47.721,Bent
12.532,-47.694,FR I
12.572,-47.896,FR II
12.579,-48.609,FR II
12.58,-48.588,FR I
12.596,-48.718,FR II
12.609,-48.357,Bent
12.616,-48.654,Point Source
12.622,-47.938,FR II
12.622,-48.123,FR II
12.627,-48.841,Point Source
12.628,-48.403,FR II
12.639,-47.624,FR I
12.655,-49.068,FR II
12.665,-48.436,FR II
12.67,-48.586,FR II
12.675,-49.265,Bent
12.725,-49.089,FR II
12.726,-47.935,FR II
12.728,-48.565,FR I
12.736,-49.368,FR I
12.763,-48.016,FR II
12.77,-48.467,FR I
12.781,-48.606,FR II
12.786,-48.58,FR II
12.81,-48.58,FR II
12.812,-48.662,FR I
12.822,-47.801,FR I
12.832,-48.585,FR I
12.836,-47.911,Bent
12.841,-48.477,Bent
12.854,-48.499,Bent
12.855,-48.322,Bent
12.868,-48.513,Bent
12.87,-48.494,FR I
12.883,-48.763,Bent
12.89,-48.111,FR II
12.892,-47.828,Point Source
12.902,-48.253,FR II
12.931,-48.376,Bent
12.939,-49.367,FR II
12.941,-48.882,FR II
12.955,-48.787,FR II
12.956,-48.145,FR I
12.958,-48.543,FR II
12.965,-48.726,Point Source
12.965,-48.906,FR I
12.974,-48.576,Point Source
12.975,-48.69,FR I
12.977,-48.176,FR II
12.983,-48.207,Point Source
120.039,-53.185,FR II
120.076,-52.769,Bent
120.088,-53.618,Exotic
120.089,-54.096,FR I
120.091,-52.998,FR I
120.1,-53.843,FR I
120.126,-53.657,FR II
120.13,-53.362,FR I
120.153,-53.382,FR II
120.165,-53.687,Bent
120.175,-53.245,FR I
120.257,-53.166,Point Source
120.282,-53.444,Bent
120.301,-53.361,Bent
120.331,-52.964,FR I
120.355,-53.404,Bent
120.371,-53.454,FR II
120.375,-53.081,FR II
120.407,-53.463,Bent
120.41,-53.945,Bent
120.414,-53.257,Bent
120.42,-53.32,Bent
120.496,-53.744,Point Source
120.497,-53.075,Bent
120.526,-53.703,FR I
120.609,-52.964,Bent
120.747,-52.521,Bent
120.791,-53.306,FR II
120.797,-54.22,Bent
120.814,-53.549,Bent
120.824,-53.691,Bent
121.341,-57.878,FR II
121.535,-57.601,Bent
121.566,-57.748,Point Source
121.588,-56.657,FR I
121.59,-56.85,FR I
121.662,-58.189,Point Source
121.759,-56.803,FR II
121.862,-56.998,FR II
121.891,-58.0,Bent
121.914,-57.95,FR II
121.916,-57.513,FR I
121.943,-56.41,Bent
121.994,-58.145,FR I
122.012,-56.788,FR II
122.043,-57.368,FR II
122.053,-56.61,FR II
122.076,-57.389,FR I
122.144,-57.346,FR II
122.206,-57.207,FR II
122.251,-57.545,FR II
122.262,-57.074,FR II
122.263,-57.245,FR II
122.338,-57.393,Point Source
122.355,-57.372,FR I
122.361,-56.768,Bent
122.419,-57.252,FR I
122.435,-57.18,FR II
122.436,-57.485,Bent
122.499,-57.689,Bent
122.516,-57.671,FR I
122.519,-56.859,FR II
122.584,-57.792,FR II
122.657,-57.513,FR I
122.702,-57.924,FR I
122.711,-56.958,FR I
122.727,-56.671,FR I
122.749,-57.64,FR II
122.773,-56.531,FR II
122.799,-57.259,Bent
122.814,-57.383,FR II
122.823,-57.235,FR II
122.834,-57.667,FR II
122.847,-57.163,Bent
122.854,-57.588,Bent
122.856,-57.578,FR II
122.866,-57.555,Point Source
122.87,-56.941,FR II
122.87,-57.366,FR I
122.878,-57.287,Bent
122.879,-56.907,FR II
122.884,-56.934,FR I
122.894,-57.516,FR I
122.897,-57.181,FR II
122.897,-57.675,FR II
122.91,-57.574,Bent
122.914,-57.389,FR II
122.916,-57.44,FR II
122.918,-57.287,Bent
122.926,-56.925,FR II
122.937,-57.535,FR II
122.952,-57.457,FR II
122.958,-58.2,FR I
122.966,-57.127,FR I
122.983,-57.063,FR II
122.993,-57.57,Bent
122.996,-56.754,FR I
123.008,-56.384,Bent
123.012,-57.029,FR II
123.013,-57.681,Bent
123.034,-56.379,FR II
123.074,-56.655,Bent
123.082,-57.557,FR II
123.084,-57.753,Bent
123.093,-57.473,FR II
123.107,-57.394,FR II
123.12,-56.883,FR II
123.12,-57.122,Bent
123.135,-57.242,FR II
123.153,-57.703,FR II
123.169,-56.938,FR II
123.192,-56.998,FR II
123.194,-56.602,FR II
123.22,-56.63,Exotic
123.22,-57.117,FR I
123.225,-56.994,Bent
123.233,-57.179,Bent
123.235,-56.86,Bent
123.258,-56.597,FR II
123.26,-57.39,FR I
123.278,-57.672,Point Source
123.31,-57.186,FR I
123.318,-56.703,FR II
123.321,-57.566,FR I
123.327,-57.433,FR I
123.352,-56.587,Bent
123.378,-57.993,Point Source
123.381,-57.575,Point Source
123.394,-57.47,Point Source
123.419,-57.047,Point Source
123.427,-57.317,FR II
123.447,-57.162,Bent
123.469,-57.624,FR II
123.48,-57.075,FR II
123.483,-56.993,FR II
123.522,-57.013,FR II
123.541,-57.373,FR II
123.569,-57.254,FR II
123.57,-57.421,Bent
123.589,-57.499,FR II
123.593,-56.67,FR II
123.609,-56.654,Point Source
123.619,-56.519,FR II
123.639,-57.446,Bent
123.659,-56.968,FR II
123.673,-57.209,FR I
123.701,-57.307,FR II
123.701,-57.701,Point Source
123.726,-56.324,Point Source
123.76,-57.246,Point Source
123.771,-56.812,Bent
123.802,-57.233,Bent
123.806,-56.478,Bent
123.824,-56.868,FR II
123.832,-57.705,Bent
123.861,-56.58,Bent
123.868,-57.52,Bent
123.885,-57.279,FR II
123.911,-56.537,Bent
123.925,-56.46,Bent
123.938,-56.569,Point Source
123.957,-57.803,FR II
123.996,-56.821,Point Source
124.046,-57.696,FR II
124.092,-58.097,FR II
124.126,-56.473,FR II
124.22,-57.333,FR II
124.222,-57.401,FR II
124.223,-56.754,FR II
124.267,-56.895,FR I
124.291,-57.03,FR II
124.304,-56.486,FR I
124.31,-56.813,Bent
124.32,-56.437,Bent
124.323,-57.211,FR I
124.348,-57.241,FR II
124.358,-57.634,FR I
124.389,-56.923,FR II
124.456,-56.257,FR II
124.464,-57.385,FR II
124.493,-56.902,FR I
124.494,-57.353,FR II
124.496,-56.974,Bent
124.52,-57.336,Point Source
124.601,-57.257,FR II
124.612,-56.941,Bent
124.673,-57.74,FR I
124.674,-57.73,FR II
124.678,-56.459,Bent
124.694,-57.763,FR II
124.708,-57.179,FR II
124.758,-57.789,Exotic
124.766,-57.058,FR II
124.8,-56.983,FR I
124.809,-57.244,Point Source
124.875,-56.102,Bent
124.89,-56.572,FR II
124.893,-57.09,Bent
124.936,-56.938,FR II
124.955,-56.769,FR II
124.959,-57.017,FR II
124.98,-57.751,FR I
124.983,-57.566,FR II
125.004,-56.686,Point Source
125.004,-57.147,FR I
125.065,-56.835,FR II
125.074,-57.107,FR II
125.103,-56.818,FR II
125.107,-57.073,FR II
125.114,-57.522,FR I
125.161,-56.68,Bent
125.162,-57.468,Bent
125.174,-57.495,Bent
125.205,-56.969,FR II
125.211,-57.085,FR I
125.243,-56.989,Bent
125.244,-56.959,FR II
125.244,-57.088,Bent
125.263,-56.762,FR II
125.275,-56.927,FR II
125.278,-57.1,FR I
125.282,-56.759,FR II
125.288,-57.169,Bent
125.321,-56.293,FR II
125.356,-56.88,Bent
125.368,-57.13,FR I
125.369,-57.202,Bent
125.392,-57.11,FR II
125.394,-56.183,FR I
125.396,-57.129,FR II
125.4,-57.063,FR II
125.412,-57.134,FR II
125.444,-57.018,FR II
125.445,-56.48,FR II
125.46,-57.295,Bent
125.483,-57.497,FR II
125.498,-56.94,Point Source
125.506,-57.116,Bent
125.511,-56.193,FR II
125.519,-57.052,Point Source
125.525,-56.281,FR II
125.568,-57.313,Point Source
125.571,-57.178,FR II
125.575,-57.253,FR I
125.59,-56.447,FR II
125.591,-57.208,FR II
125.616,-56.45,FR II
125.626,-57.293,FR II
125.639,-56.097,Bent
125.643,-57.132,FR I
125.65,-57.742,Point Source
125.654,-57.381,Bent
125.662,-56.899,Bent
125.669,-56.452,FR I
125.672,-56.74,FR II
125.672,-57.249,FR II
125.702,-56.658,FR I
125.703,-57.026,FR II
125.766,-56.599,FR II
125.775,-57.192,Point Source
125.776,-56.544,Bent
125.785,-56.542,Point Source
125.792,-57.82,Bent
125.815,-57.346,FR II
125.823,-57.827,FR II
125.865,-57.576,FR II
125.867,-57.295,FR I
125.873,-57.362,FR II
125.921,-57.038,FR II
125.956,-56.524,Bent
126.027,-57.302,Bent
126.05,-57.25,Bent
126.051,-57.294,FR II
126.097,-57.328,FR II
126.135,-56.14,FR II
126.14,-56.94,Point Source
126.145,-57.59,FR I
126.151,-57.111,FR II
126.16,-56.336,FR I
126.226,-56.761,Bent
126.255,-57.462,Bent
126.347,-56.962,FR II
126.372,-57.244,FR II
126.386,-57.513,Bent
126.389,-56.961,FR II
126.408,-56.362,FR I
126.411,-57.368,FR I
126.421,-57.486,Bent
126.505,-57.711,FR II
126.518,-57.607,FR II
126.532,-56.631,Point Source
126.597,-56.73,Bent
126.697,-56.971,FR I
126.724,-57.27,FR II
126.747,-56.935,FR II
126.764,-57.129,FR I
126.838,-57.37,FR II
126.907,-57.529,Bent
126.975,-56.423,Bent
127.048,-56.962,FR II
13.007,-48.206,FR II
13.007,-48.403,Bent
13.025,-48.504,FR II
13.044,-48.964,Bent
13.045,-48.513,FR II
13.048,-48.787,Point Source
13.06,-48.102,FR II
13.07,-48.915,FR II
13.075,-48.502,FR I
13.077,-47.879,Bent
13.091,-48.356,FR II
13.101,-48.081,Point Source
13.107,-48.365,FR I
13.121,-48.263,FR II
13.141,-48.332,FR I
13.167,-48.461,FR II
13.186,-48.875,FR II
13.212,-48.585,FR I
13.223,-48.642,Bent
13.224,-48.63,Point Source
13.232,-47.867,Bent
13.235,-48.564,FR I
13.256,-48.234,FR II
13.276,-48.665,Point Source
13.278,-48.692,FR II
13.302,-48.71,FR I
13.307,-47.944,Point Source
13.315,-48.089,FR I
13.317,-48.663,Bent
13.355,-48.981,FR II
13.358,-49.032,FR I
13.377,-48.597,FR II
13.377,-48.638,FR I
13.382,-49.279,Bent
13.397,-48.462,FR II
13.399,-49.282,FR II
13.415,-48.141,FR I
13.443,-49.1,Bent
13.443,-49.412,FR I
13.451,-49.136,FR II
13.455,-49.246,FR I
13.47,-48.693,Bent
13.48,-47.929,FR II
13.503,-47.575,FR I
13.508,-48.52,FR II
13.524,-47.876,Bent
13.555,-48.282,FR I
13.581,-47.575,FR I
13.585,-48.061,FR I
13.591,-48.525,Bent
13.599,-48.07,Point Source
13.603,-48.697,FR II
13.645,-48.43,Bent
13.698,-48.425,FR II
13.723,-48.05,FR II
13.724,-47.804,Point Source
13.724,-49.042,Point Source
13.726,-48.936,Bent
13.736,-49.04,FR II
13.755,-49.093,FR I
13.767,-49.082,FR II
13.816,-48.968,Bent
13.857,-48.791,FR I
13.881,-47.917,FR I
13.887,-49.109,FR I
13.928,-49.446,FR I
13.932,-49.364,FR II
13.932,-49.428,FR I
13.943,-48.117,FR II
13.966,-48.951,Bent
137.83,-83.838,FR I
137.849,-83.827,Bent
138.874,-83.805,Bent
139.148,-83.34,FR II
139.438,-84.211,Point Source
14.001,-48.982,Bent
14.035,-48.097,FR II
14.084,-48.464,Point Source
14.096,-48.619,FR I
14.149,-49.151,Bent
14.16,-48.998,FR II
14.174,-48.393,Bent
14.791,-21.721,Bent
14.796,-21.843,Bent
14.804,-22.084,Bent
14.818,-21.818,Bent
14.827,-21.663,Bent
14.888,-22.098,FR II
14.985,-21.897,Bent
140.22,-83.616,Bent
141.014,-83.473,FR II
141.145,-83.311,FR II
141.179,-83.551,Bent
141.502,-83.04,FR II
141.62,-83.414,FR I
141.657,-83.534,FR I
141.657,-83.802,Bent
141.695,-76.331,FR I
141.735,-83.813,Bent
141.884,-82.99,FR I
141.886,-76.296,FR II
141.919,-82.916,FR I
142.065,-83.498,FR II
142.073,-82.79,FR II
142.173,-75.908,FR II
142.215,-76.271,FR II
142.234,-75.92,Point Source
142.312,-84.202,FR I
142.731,-83.856,FR II
142.767,-83.555,Bent
142.852,-76.121,FR I
142.948,-75.969,Point Source
142.975,-82.789,FR I
143.098,-82.533,FR I
143.141,-76.2,FR II
143.147,-83.345,FR II
143.319,-75.964,FR II
143.321,-84.114,Bent
143.446,-76.357,FR I
143.479,-76.884,FR I
143.527,-83.011,Point Source
143.553,-83.675,FR II
143.609,-83.608,FR I
143.702,-76.745,FR II
143.728,-83.479,Bent
143.897,-76.64,Bent
144.033,-76.463,FR II
144.128,-76.347,FR II
144.152,-75.731,Exotic
144.16,-75.707,FR I
144.307,-83.037,FR II
144.311,-76.06,FR II
144.319,-76.015,Point Source
144.322,-76.704,FR I
144.348,-83.902,FR II
144.383,-76.939,Bent
144.39,-83.472,Bent
144.43,-82.508,FR II
144.48,-83.051,Point Source
144.494,-83.485,Bent
144.502,-83.177,FR II
144.612,-76.385,FR II
144.629,-83.04,Bent
144.677,-82.723,FR II
144.753,-83.708,FR II
144.766,-76.077,FR I
144.789,-83.321,FR II
144.792,-82.838,FR I
144.844,-83.295,FR II
144.869,-83.312,FR I
144.983,-77.225,FR II
144.993,-76.159,FR I
145.013,-75.809,FR II
145.031,-76.467,FR II
145.175,-75.365,Bent
145.2,-84.256,FR I
145.218,-76.998,Exotic
145.242,-76.682,FR II
145.26,-76.316,Bent
145.377,-83.046,Point Source
145.387,-76.857,FR I
145.407,-83.21,FR II
145.418,-76.616,Bent
145.426,-76.206,Bent
145.5,-83.18,FR II
145.559,-75.857,FR II
145.656,-76.343,Exotic
145.658,-76.543,FR I
145.666,-76.168,Bent
145.701,-76.866,FR II
145.704,-83.407,FR II
145.709,-76.683,Bent
145.743,-75.961,Bent
145.75,-76.355,Bent
145.849,-76.543,FR II
145.889,-83.96,FR I
145.937,-75.982,Bent
145.948,-76.32,Bent
145.995,-83.015,FR II
146.019,-84.278,FR I
146.045,-76.665,FR I
146.058,-76.89,FR II
146.142,-82.802,Bent
146.162,-82.879,FR I
146.189,-76.33,Bent
146.204,-83.959,FR II
146.216,-83.213,FR II
146.218,-83.829,Point Source
146.284,-75.97,FR II
146.289,-76.326,FR I
146.312,-75.648,Bent
146.374,-82.499,FR I
146.499,-83.718,FR I
146.575,-83.566,FR II
146.91,-82.499,FR I
146.931,-83.971,Point Source
146.936,-83.458,FR II
146.993,-76.696,Point Source
147.167,-83.335,FR II
147.21,-82.932,FR II
147.222,-75.575,Bent
147.291,-83.597,FR I
147.319,-76.152,Exotic
147.357,-83.722,FR II
147.362,-76.363,Point Source
147.368,-83.505,FR I
147.393,-76.165,Bent
147.471,-83.511,FR I
147.487,-76.467,FR II
147.501,-83.868,Bent
147.562,-77.059,FR I
147.662,-83.62,FR II
147.67,-83.689,FR II
147.673,-76.649,FR II
147.691,-76.691,FR I
147.693,-76.321,FR II
147.713,-76.04,Bent
147.721,-75.508,Bent
147.743,-76.073,FR II
147.777,-83.714,Bent
147.799,-83.038,FR II
147.879,-76.348,FR II
147.991,-76.643,Bent
148.0,-77.243,Bent
148.006,-77.244,Bent
148.146,-83.788,FR II
148.166,-75.508,FR II
148.167,-83.341,FR II
148.19,-82.98,FR II
148.241,-76.34,Point Source
148.255,-75.601,Bent
148.277,-83.741,FR II
148.391,-83.243,FR I
148.469,-77.114,Bent
148.525,-83.903,Point Source
148.53,-76.732,Bent
148.531,-83.485,FR II
148.577,-76.246,FR II
148.589,-83.114,FR II
148.708,-84.044,FR I
148.718,-75.94,Bent
148.846,-83.234,Bent
148.86,-76.377,FR I
148.865,-84.104,FR II
148.893,-83.261,FR II
148.906,-76.122,Bent
148.949,-83.488,FR II
148.994,-83.194,FR II
149.041,-83.689,FR II
149.316,-75.91,FR II
149.318,-82.841,Bent
149.355,-83.75,FR II
149.364,-76.439,FR II
149.415,-76.855,FR I
149.584,-83.151,FR I
149.599,-83.304,FR I
149.625,-83.67,FR II
149.627,-83.589,FR II
149.666,-83.31,Bent
149.731,-83.792,FR II
149.836,-76.245,FR II
149.928,-82.77,Bent
149.936,-83.159,FR II
149.971,-84.366,FR I
15.015,-22.095,FR II
15.029,-21.615,FR II
15.045,-22.106,FR I
15.047,-21.745,Bent
15.059,-21.625,FR I
15.068,-21.948,FR II
15.104,-21.778,FR I
15.112,-21.499,Bent
15.141,-22.192,FR I
15.193,-21.725,FR I
15.262,-22.465,Bent
15.267,-21.593,FR I
15.313,-21.666,FR I
15.337,-22.14,Bent
15.393,-22.439,FR II
15.417,-22.439,FR I
15.43,-22.142,FR I
15.453,-21.767,FR I
15.484,-22.266,Bent
15.5,-21.449,FR I
15.507,-21.605,Bent
15.524,-21.33,FR II
15.526,-21.555,Bent
15.585,-21.734,Bent
15.618,-22.266,FR I
15.633,-21.857,FR I
15.664,-21.952,FR II
15.674,-21.349,FR I
15.674,-21.778,FR I
15.674,-21.88,FR II
15.681,-22.043,FR I
15.69,-21.959,Bent
15.694,-21.755,FR I
15.708,-22.366,Bent
15.71,-21.915,FR I
15.719,-21.902,Bent
15.741,-21.629,Bent
15.774,-22.038,FR I
15.787,-22.051,FR II
15.803,-22.441,FR II
15.84,-21.137,Bent
